,YEAR,MONTH,DISTRICT,PRECTOT
21982,2018,11,Routahat,0.0
21983,2018,12,Routahat,0.03
21984,2019,1,Routahat,0.2
21985,2019,2,Routahat,1.57
21986,2019,3,Routahat,0.35
21987,2019,4,Routahat,1.54
21988,2019,5,Routahat,1.19
21989,2019,6,Routahat,3.03
21990,2019,7,Routahat,14.72
21991,2019,8,Routahat,5.1
21992,2019,9,Routahat,8.52
21993,2019,10,Routahat,0.16
21994,2019,11,Routahat,0.31
21995,2019,12,Routahat,0.79
21996,1981,1,Rukum,78.05
21997,1981,2,Rukum,8.62
21998,1981,3,Rukum,38.72
21999,1981,4,Rukum,30.54
22000,1981,5,Rukum,106.4
22001,1981,6,Rukum,128.84
22002,1981,7,Rukum,429.68
22003,1981,8,Rukum,226.66
22004,1981,9,Rukum,136.06
22005,1981,10,Rukum,10.86
22006,1981,11,Rukum,35.6
22007,1981,12,Rukum,3.15
22008,1982,1,Rukum,64.76
22009,1982,2,Rukum,36.42
22010,1982,3,Rukum,40.96
22011,1982,4,Rukum,12.97
22012,1982,5,Rukum,26.16
22013,1982,6,Rukum,113.0
22014,1982,7,Rukum,189.92
22015,1982,8,Rukum,214.1
22016,1982,9,Rukum,119.49
22017,1982,10,Rukum,3.03
22018,1982,11,Rukum,7.1
22019,1982,12,Rukum,17.28
22020,1983,1,Rukum,6.89
22021,1983,2,Rukum,6.28
22022,1983,3,Rukum,9.3
22023,1983,4,Rukum,25.83
22024,1983,5,Rukum,28.12
22025,1983,6,Rukum,79.43
22026,1983,7,Rukum,128.22
22027,1983,8,Rukum,187.97
22028,1983,9,Rukum,334.72
22029,1983,10,Rukum,96.21
22030,1983,11,Rukum,0.0
22031,1983,12,Rukum,20.98
22032,1984,1,Rukum,8.26
22033,1984,2,Rukum,48.66
22034,1984,3,Rukum,4.44
22035,1984,4,Rukum,10.34
22036,1984,5,Rukum,21.3
22037,1984,6,Rukum,209.6
22038,1984,7,Rukum,184.2
22039,1984,8,Rukum,184.08
22040,1984,9,Rukum,110.98
22041,1984,10,Rukum,18.78
22042,1984,11,Rukum,1.08
22043,1984,12,Rukum,8.23
22044,1985,1,Rukum,38.86
22045,1985,2,Rukum,0.96
22046,1985,3,Rukum,0.46
22047,1985,4,Rukum,19.72
22048,1985,5,Rukum,47.43
22049,1985,6,Rukum,138.83
22050,1985,7,Rukum,179.72
22051,1985,8,Rukum,141.9
22052,1985,9,Rukum,195.09
22053,1985,10,Rukum,104.57
22054,1985,11,Rukum,0.0
22055,1985,12,Rukum,23.4
22056,1986,1,Rukum,2.34
22057,1986,2,Rukum,19.26
22058,1986,3,Rukum,10.59
22059,1986,4,Rukum,17.43
22060,1986,5,Rukum,25.01
22061,1986,6,Rukum,136.44
22062,1986,7,Rukum,289.04
22063,1986,8,Rukum,194.42
22064,1986,9,Rukum,110.37
22065,1986,10,Rukum,19.33
22066,1986,11,Rukum,0.48
22067,1986,12,Rukum,30.41
22068,1987,1,Rukum,12.0
22069,1987,2,Rukum,7.88
22070,1987,3,Rukum,3.01
22071,1987,4,Rukum,6.38
22072,1987,5,Rukum,62.36
22073,1987,6,Rukum,22.92
22074,1987,7,Rukum,151.7
22075,1987,8,Rukum,177.42
22076,1987,9,Rukum,71.34
22077,1987,10,Rukum,54.98
22078,1987,11,Rukum,0.0
22079,1987,12,Rukum,14.23
22080,1988,1,Rukum,81.07
22081,1988,2,Rukum,12.52
22082,1988,3,Rukum,32.58
22083,1988,4,Rukum,20.38
22084,1988,5,Rukum,33.8
22085,1988,6,Rukum,99.12
22086,1988,7,Rukum,455.16
22087,1988,8,Rukum,313.6
22088,1988,9,Rukum,36.37
22089,1988,10,Rukum,4.76
22090,1988,11,Rukum,0.0
22091,1988,12,Rukum,10.92
22092,1989,1,Rukum,34.35
22093,1989,2,Rukum,9.69
22094,1989,3,Rukum,11.64
22095,1989,4,Rukum,1.86
22096,1989,5,Rukum,19.78
22097,1989,6,Rukum,119.74
22098,1989,7,Rukum,199.71
22099,1989,8,Rukum,144.72
22100,1989,9,Rukum,61.61
22101,1989,10,Rukum,3.3
22102,1989,11,Rukum,3.4
22103,1989,12,Rukum,9.18
22104,1990,1,Rukum,0.98
22105,1990,2,Rukum,57.92
22106,1990,3,Rukum,8.26
22107,1990,4,Rukum,13.91
22108,1990,5,Rukum,43.78
22109,1990,6,Rukum,91.38
22110,1990,7,Rukum,325.53
22111,1990,8,Rukum,163.3
22112,1990,9,Rukum,107.74
22113,1990,10,Rukum,4.61
22114,1990,11,Rukum,0.14
22115,1990,12,Rukum,10.8
22116,1991,1,Rukum,2.92
22117,1991,2,Rukum,4.11
22118,1991,3,Rukum,29.58
22119,1991,4,Rukum,2.08
22120,1991,5,Rukum,21.73
22121,1991,6,Rukum,44.58
22122,1991,7,Rukum,94.32
22123,1991,8,Rukum,168.59
22124,1991,9,Rukum,92.18
22125,1991,10,Rukum,0.56
22126,1991,11,Rukum,2.8
22127,1991,12,Rukum,40.88
22128,1992,1,Rukum,3.21
22129,1992,2,Rukum,1.71
22130,1992,3,Rukum,3.16
22131,1992,4,Rukum,0.49
22132,1992,5,Rukum,21.34
22133,1992,6,Rukum,144.29
22134,1992,7,Rukum,152.47
22135,1992,8,Rukum,175.99
22136,1992,9,Rukum,117.78
22137,1992,10,Rukum,50.64
22138,1992,11,Rukum,1.62
22139,1992,12,Rukum,0.03
22140,1993,1,Rukum,10.61
22141,1993,2,Rukum,6.94
22142,1993,3,Rukum,35.53
22143,1993,4,Rukum,5.03
22144,1993,5,Rukum,30.2
22145,1993,6,Rukum,142.26
22146,1993,7,Rukum,97.6
22147,1993,8,Rukum,63.33
22148,1993,9,Rukum,74.42
22149,1993,10,Rukum,0.48
22150,1993,11,Rukum,0.06
22151,1993,12,Rukum,0.04
22152,1994,1,Rukum,19.8
22153,1994,2,Rukum,16.95
22154,1994,3,Rukum,1.18
22155,1994,4,Rukum,4.94
22156,1994,5,Rukum,12.64
22157,1994,6,Rukum,64.54
22158,1994,7,Rukum,144.43
22159,1994,8,Rukum,129.4
22160,1994,9,Rukum,83.45
22161,1994,10,Rukum,1.44
22162,1994,11,Rukum,0.0
22163,1994,12,Rukum,0.0
22164,1995,1,Rukum,15.43
22165,1995,2,Rukum,20.38
22166,1995,3,Rukum,5.55
22167,1995,4,Rukum,3.48
22168,1995,5,Rukum,3.64
22169,1995,6,Rukum,108.56
22170,1995,7,Rukum,130.7
22171,1995,8,Rukum,166.02
22172,1995,9,Rukum,38.02
22173,1995,10,Rukum,3.53
22174,1995,11,Rukum,20.96
22175,1995,12,Rukum,2.34
22176,1996,1,Rukum,30.41
22177,1996,2,Rukum,40.14
22178,1996,3,Rukum,8.44
22179,1996,4,Rukum,21.11
22180,1996,5,Rukum,14.44
22181,1996,6,Rukum,67.76
22182,1996,7,Rukum,115.87
22183,1996,8,Rukum,141.83
22184,1996,9,Rukum,54.11
22185,1996,10,Rukum,31.34
22186,1996,11,Rukum,0.0
22187,1996,12,Rukum,0.0
22188,1997,1,Rukum,7.05
22189,1997,2,Rukum,0.04
22190,1997,3,Rukum,1.48
22191,1997,4,Rukum,22.02
22192,1997,5,Rukum,5.68
22193,1997,6,Rukum,52.96
22194,1997,7,Rukum,105.3
22195,1997,8,Rukum,63.22
22196,1997,9,Rukum,33.03
22197,1997,10,Rukum,5.67
22198,1997,11,Rukum,3.38
22199,1997,12,Rukum,49.39
22200,1998,1,Rukum,4.91
22201,1998,2,Rukum,4.99
22202,1998,3,Rukum,54.94
22203,1998,4,Rukum,6.08
22204,1998,5,Rukum,11.14
22205,1998,6,Rukum,37.67
22206,1998,7,Rukum,143.84
22207,1998,8,Rukum,141.74
22208,1998,9,Rukum,50.84
22209,1998,10,Rukum,39.82
22210,1998,11,Rukum,2.02
22211,1998,12,Rukum,0.0
22212,1999,1,Rukum,14.88
22213,1999,2,Rukum,1.18
22214,1999,3,Rukum,1.06
22215,1999,4,Rukum,2.79
22216,1999,5,Rukum,34.54
22217,1999,6,Rukum,52.7
22218,1999,7,Rukum,96.98
22219,1999,8,Rukum,71.68
22220,1999,9,Rukum,41.42
22221,1999,10,Rukum,34.75
22222,1999,11,Rukum,0.0
22223,1999,12,Rukum,2.8
22224,2000,1,Rukum,9.26
22225,2000,2,Rukum,11.82
22226,2000,3,Rukum,2.2
22227,2000,4,Rukum,1.26
22228,2000,5,Rukum,72.34
22229,2000,6,Rukum,179.04
22230,2000,7,Rukum,143.66
22231,2000,8,Rukum,302.38
22232,2000,9,Rukum,83.42
22233,2000,10,Rukum,0.06
22234,2000,11,Rukum,1.94
22235,2000,12,Rukum,0.11
22236,2001,1,Rukum,0.04
22237,2001,2,Rukum,0.72
22238,2001,3,Rukum,5.51
22239,2001,4,Rukum,3.98
22240,2001,5,Rukum,40.36
22241,2001,6,Rukum,149.85
22242,2001,7,Rukum,178.3
22243,2001,8,Rukum,165.08
22244,2001,9,Rukum,90.0
22245,2001,10,Rukum,23.28
22246,2001,11,Rukum,2.37
22247,2001,12,Rukum,0.01
22248,2002,1,Rukum,15.79
22249,2002,2,Rukum,31.79
22250,2002,3,Rukum,1.84
22251,2002,4,Rukum,0.45
22252,2002,5,Rukum,23.4
22253,2002,6,Rukum,71.82
22254,2002,7,Rukum,69.96
22255,2002,8,Rukum,89.15
22256,2002,9,Rukum,76.16
22257,2002,10,Rukum,4.86
22258,2002,11,Rukum,3.36
22259,2002,12,Rukum,32.62
22260,2003,1,Rukum,18.53
22261,2003,2,Rukum,27.84
22262,2003,3,Rukum,0.99
22263,2003,4,Rukum,4.6
22264,2003,5,Rukum,5.33
22265,2003,6,Rukum,48.16
22266,2003,7,Rukum,210.85
22267,2003,8,Rukum,134.49
22268,2003,9,Rukum,94.62
22269,2003,10,Rukum,25.22
22270,2003,11,Rukum,0.02
22271,2003,12,Rukum,3.53
22272,2004,1,Rukum,33.1
22273,2004,2,Rukum,0.0
22274,2004,3,Rukum,1.24
22275,2004,4,Rukum,29.78
22276,2004,5,Rukum,109.4
22277,2004,6,Rukum,186.84
22278,2004,7,Rukum,355.12
22279,2004,8,Rukum,138.8
22280,2004,9,Rukum,115.1
22281,2004,10,Rukum,40.4
22282,2004,11,Rukum,2.96
22283,2004,12,Rukum,0.68
22284,2005,1,Rukum,56.04
22285,2005,2,Rukum,13.14
22286,2005,3,Rukum,26.6
22287,2005,4,Rukum,15.16
22288,2005,5,Rukum,53.79
22289,2005,6,Rukum,110.54
22290,2005,7,Rukum,413.32
22291,2005,8,Rukum,325.42
22292,2005,9,Rukum,122.85
22293,2005,10,Rukum,86.47
22294,2005,11,Rukum,0.0
22295,2005,12,Rukum,5.74
22296,2006,1,Rukum,0.04
22297,2006,2,Rukum,0.0
22298,2006,3,Rukum,63.86
22299,2006,4,Rukum,17.92
22300,2006,5,Rukum,108.8
22301,2006,6,Rukum,263.33
22302,2006,7,Rukum,343.24
22303,2006,8,Rukum,197.98
22304,2006,9,Rukum,91.04
22305,2006,10,Rukum,28.03
22306,2006,11,Rukum,1.1
22307,2006,12,Rukum,21.58
22308,2007,1,Rukum,0.02
22309,2007,2,Rukum,137.78
22310,2007,3,Rukum,87.53
22311,2007,4,Rukum,14.7
22312,2007,5,Rukum,102.51
22313,2007,6,Rukum,160.25
22314,2007,7,Rukum,458.78
22315,2007,8,Rukum,316.14
22316,2007,9,Rukum,185.96
22317,2007,10,Rukum,15.25
22318,2007,11,Rukum,0.13
22319,2007,12,Rukum,0.72
22320,2008,1,Rukum,1.11
22321,2008,2,Rukum,10.16
22322,2008,3,Rukum,1.01
22323,2008,4,Rukum,38.78
22324,2008,5,Rukum,71.35
22325,2008,6,Rukum,448.54
22326,2008,7,Rukum,451.41
22327,2008,8,Rukum,321.95
22328,2008,9,Rukum,178.16
22329,2008,10,Rukum,14.84
22330,2008,11,Rukum,3.06
22331,2008,12,Rukum,1.98
22332,2009,1,Rukum,0.02
22333,2009,2,Rukum,13.87
22334,2009,3,Rukum,5.22
22335,2009,4,Rukum,0.44
22336,2009,5,Rukum,85.59
22337,2009,6,Rukum,63.7
22338,2009,7,Rukum,250.18
22339,2009,8,Rukum,342.34
22340,2009,9,Rukum,157.61
22341,2009,10,Rukum,126.78
22342,2009,11,Rukum,10.74
22343,2009,12,Rukum,5.5
22344,2010,1,Rukum,5.12
22345,2010,2,Rukum,21.94
22346,2010,3,Rukum,1.2
22347,2010,4,Rukum,2.88
22348,2010,5,Rukum,38.78
22349,2010,6,Rukum,74.94
22350,2010,7,Rukum,374.96
22351,2010,8,Rukum,281.14
22352,2010,9,Rukum,324.88
22353,2010,10,Rukum,16.66
22354,2010,11,Rukum,37.66
22355,2010,12,Rukum,14.78
22356,2011,1,Rukum,24.71
22357,2011,2,Rukum,27.98
22358,2011,3,Rukum,7.38
22359,2011,4,Rukum,15.0
22360,2011,5,Rukum,89.55
22361,2011,6,Rukum,345.54
22362,2011,7,Rukum,386.6
22363,2011,8,Rukum,393.42
22364,2011,9,Rukum,169.43
22365,2011,10,Rukum,3.05
22366,2011,11,Rukum,0.0
22367,2011,12,Rukum,7.43
22368,2012,1,Rukum,56.16
22369,2012,2,Rukum,12.42
22370,2012,3,Rukum,11.76
22371,2012,4,Rukum,27.79
22372,2012,5,Rukum,10.59
22373,2012,6,Rukum,49.71
22374,2012,7,Rukum,334.92
22375,2012,8,Rukum,336.76
22376,2012,9,Rukum,316.22
22377,2012,10,Rukum,15.96
22378,2012,11,Rukum,2.13
22379,2012,12,Rukum,1.58
22380,2013,1,Rukum,71.57
22381,2013,2,Rukum,88.12
22382,2013,3,Rukum,7.3
22383,2013,4,Rukum,12.08
22384,2013,5,Rukum,49.86
22385,2013,6,Rukum,452.8
22386,2013,7,Rukum,465.35
22387,2013,8,Rukum,297.03
22388,2013,9,Rukum,150.7
22389,2013,10,Rukum,104.88
22390,2013,11,Rukum,6.84
22391,2013,12,Rukum,6.53
22392,2014,1,Rukum,22.32
22393,2014,2,Rukum,41.32
22394,2014,3,Rukum,11.64
22395,2014,4,Rukum,14.34
22396,2014,5,Rukum,55.0
22397,2014,6,Rukum,131.32
22398,2014,7,Rukum,401.4
22399,2014,8,Rukum,312.79
22400,2014,9,Rukum,172.55
22401,2014,10,Rukum,63.12
22402,2014,11,Rukum,0.0
22403,2014,12,Rukum,33.55
22404,2015,1,Rukum,53.52
22405,2015,2,Rukum,27.54
22406,2015,3,Rukum,136.93
22407,2015,4,Rukum,64.64
22408,2015,5,Rukum,38.4
22409,2015,6,Rukum,246.92
22410,2015,7,Rukum,274.5
22411,2015,8,Rukum,266.14
22412,2015,9,Rukum,41.08
22413,2015,10,Rukum,26.83
22414,2015,11,Rukum,1.55
22415,2015,12,Rukum,0.12
22416,2016,1,Rukum,12.13
22417,2016,2,Rukum,19.1
22418,2016,3,Rukum,31.24
22419,2016,4,Rukum,5.64
22420,2016,5,Rukum,100.54
22421,2016,6,Rukum,156.91
22422,2016,7,Rukum,492.76
22423,2016,8,Rukum,184.12
22424,2016,9,Rukum,123.73
22425,2016,10,Rukum,47.25
22426,2016,11,Rukum,0.0
22427,2016,12,Rukum,0.0
22428,2017,1,Rukum,26.01
22429,2017,2,Rukum,0.57
22430,2017,3,Rukum,46.44
22431,2017,4,Rukum,40.89
22432,2017,5,Rukum,79.96
22433,2017,6,Rukum,111.74
22434,2017,7,Rukum,402.94
22435,2017,8,Rukum,323.63
22436,2017,9,Rukum,142.06
22437,2017,10,Rukum,8.58
22438,2017,11,Rukum,0.83
22439,2017,12,Rukum,2.3
22440,2018,1,Rukum,0.12
22441,2018,2,Rukum,0.37
22442,2018,3,Rukum,0.6
22443,2018,4,Rukum,2.94
22444,2018,5,Rukum,4.03
22445,2018,6,Rukum,3.68
22446,2018,7,Rukum,17.61
22447,2018,8,Rukum,13.3
22448,2018,9,Rukum,2.44
22449,2018,10,Rukum,0.02
22450,2018,11,Rukum,0.1
22451,2018,12,Rukum,0.01
22452,2019,1,Rukum,1.18
22453,2019,2,Rukum,4.63
22454,2019,3,Rukum,0.67
22455,2019,4,Rukum,1.58
22456,2019,5,Rukum,1.23
22457,2019,6,Rukum,5.52
22458,2019,7,Rukum,12.4
22459,2019,8,Rukum,5.94
22460,2019,9,Rukum,8.48
22461,2019,10,Rukum,0.49
22462,2019,11,Rukum,0.3
22463,2019,12,Rukum,1.79
22464,1981,1,Rupandehi,62.08
22465,1981,2,Rupandehi,2.47
22466,1981,3,Rupandehi,26.48
22467,1981,4,Rupandehi,50.2
22468,1981,5,Rupandehi,74.94
22469,1981,6,Rupandehi,112.58
22470,1981,7,Rupandehi,583.72
22471,1981,8,Rupandehi,298.34
22472,1981,9,Rupandehi,165.95
22473,1981,10,Rupandehi,9.06
22474,1981,11,Rupandehi,35.97
22475,1981,12,Rupandehi,1.18
22476,1982,1,Rupandehi,60.38
22477,1982,2,Rupandehi,16.77
22478,1982,3,Rupandehi,30.49
22479,1982,4,Rupandehi,31.67
22480,1982,5,Rupandehi,22.12
22481,1982,6,Rupandehi,111.45
22482,1982,7,Rupandehi,331.03
22483,1982,8,Rupandehi,152.64
22484,1982,9,Rupandehi,181.16
22485,1982,10,Rupandehi,2.24
22486,1982,11,Rupandehi,11.51
22487,1982,12,Rupandehi,6.25
22488,1983,1,Rupandehi,2.88
22489,1983,2,Rupandehi,1.25
22490,1983,3,Rupandehi,7.43
22491,1983,4,Rupandehi,16.99
22492,1983,5,Rupandehi,44.36
22493,1983,6,Rupandehi,93.03
22494,1983,7,Rupandehi,153.59
22495,1983,8,Rupandehi,117.94
22496,1983,9,Rupandehi,100.36
22497,1983,10,Rupandehi,114.68
22498,1983,11,Rupandehi,0.0
22499,1983,12,Rupandehi,9.19
22500,1984,1,Rupandehi,4.35
22501,1984,2,Rupandehi,21.65
22502,1984,3,Rupandehi,2.16
22503,1984,4,Rupandehi,3.7
22504,1984,5,Rupandehi,18.31
22505,1984,6,Rupandehi,165.49
22506,1984,7,Rupandehi,290.4
22507,1984,8,Rupandehi,214.36
22508,1984,9,Rupandehi,254.88
22509,1984,10,Rupandehi,24.52
22510,1984,11,Rupandehi,0.96
22511,1984,12,Rupandehi,4.78
22512,1985,1,Rupandehi,34.69
22513,1985,2,Rupandehi,0.16
22514,1985,3,Rupandehi,0.03
22515,1985,4,Rupandehi,1.86
22516,1985,5,Rupandehi,26.61
22517,1985,6,Rupandehi,41.33
22518,1985,7,Rupandehi,289.13
22519,1985,8,Rupandehi,178.86
22520,1985,9,Rupandehi,235.5
22521,1985,10,Rupandehi,92.24
22522,1985,11,Rupandehi,0.0
22523,1985,12,Rupandehi,6.23
22524,1986,1,Rupandehi,0.78
22525,1986,2,Rupandehi,13.82
22526,1986,3,Rupandehi,2.6
22527,1986,4,Rupandehi,9.02
22528,1986,5,Rupandehi,23.85
22529,1986,6,Rupandehi,131.76
22530,1986,7,Rupandehi,272.84
22531,1986,8,Rupandehi,92.2
22532,1986,9,Rupandehi,68.58
22533,1986,10,Rupandehi,27.41
22534,1986,11,Rupandehi,0.34
22535,1986,12,Rupandehi,31.55
22536,1987,1,Rupandehi,14.59
22537,1987,2,Rupandehi,3.0
22538,1987,3,Rupandehi,5.03
22539,1987,4,Rupandehi,3.41
22540,1987,5,Rupandehi,25.74
22541,1987,6,Rupandehi,14.64
22542,1987,7,Rupandehi,303.13
22543,1987,8,Rupandehi,219.72
22544,1987,9,Rupandehi,210.02
22545,1987,10,Rupandehi,111.39
22546,1987,11,Rupandehi,0.0
22547,1987,12,Rupandehi,5.78
22548,1988,1,Rupandehi,12.0
22549,1988,2,Rupandehi,3.54
22550,1988,3,Rupandehi,27.76
22551,1988,4,Rupandehi,19.24
22552,1988,5,Rupandehi,32.5
22553,1988,6,Rupandehi,87.67
22554,1988,7,Rupandehi,434.77
22555,1988,8,Rupandehi,360.65
22556,1988,9,Rupandehi,83.29
22557,1988,10,Rupandehi,14.81
22558,1988,11,Rupandehi,0.0
22559,1988,12,Rupandehi,17.67
22560,1989,1,Rupandehi,27.74
22561,1989,2,Rupandehi,10.98
22562,1989,3,Rupandehi,6.7
22563,1989,4,Rupandehi,3.84
22564,1989,5,Rupandehi,36.12
22565,1989,6,Rupandehi,153.24
22566,1989,7,Rupandehi,273.22
22567,1989,8,Rupandehi,189.02
22568,1989,9,Rupandehi,82.14
22569,1989,10,Rupandehi,7.51
22570,1989,11,Rupandehi,1.82
22571,1989,12,Rupandehi,8.42
22572,1990,1,Rupandehi,0.03
22573,1990,2,Rupandehi,30.43
22574,1990,3,Rupandehi,4.63
22575,1990,4,Rupandehi,5.61
22576,1990,5,Rupandehi,22.54
22577,1990,6,Rupandehi,160.85
22578,1990,7,Rupandehi,588.28
22579,1990,8,Rupandehi,163.88
22580,1990,9,Rupandehi,138.48
22581,1990,10,Rupandehi,11.13
22582,1990,11,Rupandehi,0.01
22583,1990,12,Rupandehi,1.84
22584,1991,1,Rupandehi,6.37
22585,1991,2,Rupandehi,0.65
22586,1991,3,Rupandehi,7.64
22587,1991,4,Rupandehi,0.89
22588,1991,5,Rupandehi,27.68
22589,1991,6,Rupandehi,34.65
22590,1991,7,Rupandehi,164.44
22591,1991,8,Rupandehi,191.6
22592,1991,9,Rupandehi,176.44
22593,1991,10,Rupandehi,2.14
22594,1991,11,Rupandehi,1.09
22595,1991,12,Rupandehi,31.5
22596,1992,1,Rupandehi,0.84
22597,1992,2,Rupandehi,2.6
22598,1992,3,Rupandehi,0.58
22599,1992,4,Rupandehi,0.08
22600,1992,5,Rupandehi,19.56
22601,1992,6,Rupandehi,100.63
22602,1992,7,Rupandehi,187.67
22603,1992,8,Rupandehi,193.62
22604,1992,9,Rupandehi,121.29
22605,1992,10,Rupandehi,83.05
22606,1992,11,Rupandehi,3.6
22607,1992,12,Rupandehi,0.28
22608,1993,1,Rupandehi,5.03
22609,1993,2,Rupandehi,2.54
22610,1993,3,Rupandehi,34.41
22611,1993,4,Rupandehi,12.71
22612,1993,5,Rupandehi,27.06
22613,1993,6,Rupandehi,132.03
22614,1993,7,Rupandehi,178.81
22615,1993,8,Rupandehi,132.97
22616,1993,9,Rupandehi,143.06
22617,1993,10,Rupandehi,2.45
22618,1993,11,Rupandehi,0.63
22619,1993,12,Rupandehi,0.0
22620,1994,1,Rupandehi,20.76
22621,1994,2,Rupandehi,6.64
22622,1994,3,Rupandehi,2.81
22623,1994,4,Rupandehi,2.65
22624,1994,5,Rupandehi,7.24
22625,1994,6,Rupandehi,111.76
22626,1994,7,Rupandehi,223.41
22627,1994,8,Rupandehi,110.66
22628,1994,9,Rupandehi,160.06
22629,1994,10,Rupandehi,5.33
22630,1994,11,Rupandehi,0.25
22631,1994,12,Rupandehi,0.0
22632,1995,1,Rupandehi,12.22
22633,1995,2,Rupandehi,13.26
22634,1995,3,Rupandehi,4.16
22635,1995,4,Rupandehi,3.46
22636,1995,5,Rupandehi,9.66
22637,1995,6,Rupandehi,148.36
22638,1995,7,Rupandehi,200.61
22639,1995,8,Rupandehi,236.27
22640,1995,9,Rupandehi,76.38
22641,1995,10,Rupandehi,4.9
22642,1995,11,Rupandehi,38.12
22643,1995,12,Rupandehi,5.29
22644,1996,1,Rupandehi,45.61
22645,1996,2,Rupandehi,26.23
22646,1996,3,Rupandehi,1.0
22647,1996,4,Rupandehi,35.25
22648,1996,5,Rupandehi,22.17
22649,1996,6,Rupandehi,105.99
22650,1996,7,Rupandehi,165.06
22651,1996,8,Rupandehi,265.48
22652,1996,9,Rupandehi,48.64
22653,1996,10,Rupandehi,56.37
22654,1996,11,Rupandehi,0.0
22655,1996,12,Rupandehi,0.0
22656,1997,1,Rupandehi,4.97
22657,1997,2,Rupandehi,0.02
22658,1997,3,Rupandehi,1.78
22659,1997,4,Rupandehi,29.91
22660,1997,5,Rupandehi,12.13
22661,1997,6,Rupandehi,45.9
22662,1997,7,Rupandehi,130.26
22663,1997,8,Rupandehi,121.78
22664,1997,9,Rupandehi,51.4
22665,1997,10,Rupandehi,9.1
22666,1997,11,Rupandehi,3.26
22667,1997,12,Rupandehi,22.13
22668,1998,1,Rupandehi,2.36
22669,1998,2,Rupandehi,4.29
22670,1998,3,Rupandehi,14.31
22671,1998,4,Rupandehi,18.56
22672,1998,5,Rupandehi,19.2
22673,1998,6,Rupandehi,61.86
22674,1998,7,Rupandehi,296.11
22675,1998,8,Rupandehi,310.66
22676,1998,9,Rupandehi,95.6
22677,1998,10,Rupandehi,56.08
22678,1998,11,Rupandehi,1.63
22679,1998,12,Rupandehi,0.0
22680,1999,1,Rupandehi,11.41
22681,1999,2,Rupandehi,1.02
22682,1999,3,Rupandehi,0.05
22683,1999,4,Rupandehi,6.2
22684,1999,5,Rupandehi,48.58
22685,1999,6,Rupandehi,75.24
22686,1999,7,Rupandehi,97.75
22687,1999,8,Rupandehi,151.91
22688,1999,9,Rupandehi,48.23
22689,1999,10,Rupandehi,65.14
22690,1999,11,Rupandehi,0.01
22691,1999,12,Rupandehi,0.39
22692,2000,1,Rupandehi,2.44
22693,2000,2,Rupandehi,3.92
22694,2000,3,Rupandehi,1.65
22695,2000,4,Rupandehi,1.47
22696,2000,5,Rupandehi,64.58
22697,2000,6,Rupandehi,155.55
22698,2000,7,Rupandehi,216.79
22699,2000,8,Rupandehi,253.87
22700,2000,9,Rupandehi,149.4
22701,2000,10,Rupandehi,0.47
22702,2000,11,Rupandehi,5.07
22703,2000,12,Rupandehi,0.09
22704,2001,1,Rupandehi,0.16
22705,2001,2,Rupandehi,0.27
22706,2001,3,Rupandehi,7.2
22707,2001,4,Rupandehi,9.26
22708,2001,5,Rupandehi,58.63
22709,2001,6,Rupandehi,102.62
22710,2001,7,Rupandehi,157.41
22711,2001,8,Rupandehi,199.41
22712,2001,9,Rupandehi,189.71
22713,2001,10,Rupandehi,37.93
22714,2001,11,Rupandehi,1.2
22715,2001,12,Rupandehi,0.0
22716,2002,1,Rupandehi,15.09
22717,2002,2,Rupandehi,15.56
22718,2002,3,Rupandehi,7.78
22719,2002,4,Rupandehi,1.05
22720,2002,5,Rupandehi,40.51
22721,2002,6,Rupandehi,70.78
22722,2002,7,Rupandehi,128.51
22723,2002,8,Rupandehi,36.16
22724,2002,9,Rupandehi,94.34
22725,2002,10,Rupandehi,12.06
22726,2002,11,Rupandehi,0.63
22727,2002,12,Rupandehi,18.2
22728,2003,1,Rupandehi,7.54
22729,2003,2,Rupandehi,27.46
22730,2003,3,Rupandehi,0.83
22731,2003,4,Rupandehi,13.56
22732,2003,5,Rupandehi,5.7
22733,2003,6,Rupandehi,89.16
22734,2003,7,Rupandehi,184.03
22735,2003,8,Rupandehi,123.62
22736,2003,9,Rupandehi,92.9
22737,2003,10,Rupandehi,17.74
22738,2003,11,Rupandehi,0.0
22739,2003,12,Rupandehi,4.56
22740,2004,1,Rupandehi,34.22
22741,2004,2,Rupandehi,0.02
22742,2004,3,Rupandehi,5.73
22743,2004,4,Rupandehi,50.16
22744,2004,5,Rupandehi,61.69
22745,2004,6,Rupandehi,315.38
22746,2004,7,Rupandehi,414.12
22747,2004,8,Rupandehi,149.42
22748,2004,9,Rupandehi,169.16
22749,2004,10,Rupandehi,56.14
22750,2004,11,Rupandehi,9.32
22751,2004,12,Rupandehi,0.05
22752,2005,1,Rupandehi,40.8
22753,2005,2,Rupandehi,8.61
22754,2005,3,Rupandehi,17.18
22755,2005,4,Rupandehi,15.69
22756,2005,5,Rupandehi,22.4
22757,2005,6,Rupandehi,115.77
22758,2005,7,Rupandehi,534.02
22759,2005,8,Rupandehi,279.66
22760,2005,9,Rupandehi,85.54
22761,2005,10,Rupandehi,224.11
22762,2005,11,Rupandehi,0.0
22763,2005,12,Rupandehi,0.79
22764,2006,1,Rupandehi,0.0
22765,2006,2,Rupandehi,0.0
22766,2006,3,Rupandehi,37.91
22767,2006,4,Rupandehi,13.07
